alternate_sales_number,facilities,geocoded_latitude,geocoded_longitude,internet_bell,internet_bell_fibre,internet_bell_vdsl,internet_cogeco,internet_execulink_bellcolo,internet_execulink_cable,internet_execulink_copper,internet_execulink_dialup,internet_execulink_fibre,internet_execulink_wireless,internet_rogers,mobility_execulink,murb_n,murb_y,original_address,phone_execulink_bellcolo,phone_execulink_cable,phone_execulink_copper,phone_execulink_digital,phone_execulink_fibre,row_index,security_execulink,tpia,tv_available,tv_execulink_cable,tv_execulink_copper,tv_execulink_fibre,tv_execulink_hls
1-866-706-1991,0,43.7576466,-79.7430344,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"0 JACK RABBIT, BRAMPTON, ON",0,0,0,1,0,499,0,1,1,0,0,0,1
1-866-706-1991,0,43.6974327,-79.7586014,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"0 SALISBURY, BRAMPTON, ON",0,0,0,1,0,501,0,1,1,0,0,0,1
1-866-706-1991,0,43.7556725,-79.7410692,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"0 PRAIRIE ROSE, BRAMPTON, ON",0,0,0,1,0,502,0,1,1,0,0,0,1
1-866-706-1991,0,43.6863339,-79.7941179,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"0 PORCHLIGHT, BRAMPTON, ON",0,0,0,1,0,503,0,1,1,0,0,0,1
1-866-706-1991,0,43.67443069999999,-79.7801441,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"30 NORFOLK, BRAMPTON, ON",0,0,0,1,0,504,0,1,1,0,0,0,1
1-866-706-1991,0,43.713624,-79.7283813,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"16 LISA, BRAMPTON, ON",0,0,0,1,0,505,0,1,1,0,0,0,1
1-866-706-1991,0,43.7002125,-79.8019056,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"16 REGAN, BRAMPTON, ON",0,0,0,1,0,506,0,1,1,0,0,0,1
1-866-706-1991,0,43.7192919,-79.77368539999999,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"250 RICHVALE, BRAMPTON, ON",0,0,0,1,0,507,0,1,1,0,0,0,1
1-866-706-1991,0,43.728146,-79.71200800000001,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"40 FINCHGATE, BRAMPTON, ON",0,0,0,1,0,508,0,1,1,0,0,0,1
1-866-706-1991,0,43.7290962,-79.76649359999999,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"70 GREAT LAKES, BRAMPTON, ON",0,0,0,1,0,509,0,1,1,0,0,0,1
1-866-706-1991,0,43.6861527,-79.77364159999999,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"5 FAIRGLEN, BRAMPTON, ON",0,0,0,1,0,510,0,1,1,0,0,0,1
1-866-706-1991,0,43.7104436,-79.7240556,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"3 LISA, BRAMPTON, ON",0,0,0,1,0,511,0,1,1,0,0,0,1
1-866-706-1991,0,43.7645628,-79.74831189999999,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"10510 TORBRAM, BRAMPTON, ON",0,0,0,1,0,512,0,1,1,0,0,0,1
1-866-706-1991,0,43.7382879,-79.7367172,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"9780 BRAMALEA, BRAMPTON, ON",0,0,0,1,0,513,0,1,1,0,0,0,1
1-866-706-1991,0,43.6895093,-79.7553436,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"100 JOHN, BRAMPTON, ON",0,0,0,1,0,514,0,1,1,0,0,0,1
1-866-706-1991,0,43.7369777,-79.7739591,1,1,1,0,0,0,0,0,0,0,0,0,1,0,"275 CHECKERBERRY, BRAMPTON, ON",0,0,0,1,0,515,0,1,1,0,0,0,1
1-866-706-1991,0,43.6845542,-79.76046099999999,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"37 GEORGE, BRAMPTON, ON",0,0,0,1,0,516,0,1,1,0,0,0,1
1-866-706-1991,0,43.7240335,-79.69382259999999,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"8510 TORBRAM, BRAMPTON, ON",0,0,0,1,0,517,0,1,1,0,0,0,1
1-866-706-1991,0,43.7246815,-79.6951541,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"8550 TORBRAM, BRAMPTON, ON",0,0,0,1,0,518,0,1,1,0,0,0,1
1-866-706-1991,0,43.7086164,-79.73312310000001,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"123 WEST, BRAMPTON, ON",0,0,0,1,0,519,0,1,1,0,0,0,1
1-866-706-1991,0,43.71170009999999,-79.7980884,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"90 WHYBANK, BRAMPTON, ON",0,0,0,1,0,520,0,1,1,0,0,0,1
1-866-706-1991,0,43.72829850000001,-79.75767189999999,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"43 NASMITH, BRAMPTON, ON",0,0,0,1,0,522,0,1,1,0,0,0,1
1-866-706-1991,0,43.7281266,-79.75742850000002,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"39 NASMITH, BRAMPTON, ON",0,0,0,1,0,523,0,1,1,0,0,0,1
1-866-706-1991,0,43.7116276,-79.7410795,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"18 LORRAINE, BRAMPTON, ON",0,0,0,1,0,524,0,1,1,0,0,0,1
1-866-706-1991,0,43.6999056,-79.8011315,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"14 REGAN, BRAMPTON, ON",0,0,0,1,0,527,0,1,1,0,0,0,1
1-866-706-1991,0,43.6862718,-79.7621111,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"21 NELSON, BRAMPTON, ON",0,0,0,1,0,528,0,1,1,0,0,0,1
1-866-706-1991,0,43.7250437,-79.6964911,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"8560 TORBRAM, BRAMPTON, ON",0,0,0,1,0,529,0,1,1,0,0,0,1
1-866-706-1991,0,43.6735596,-79.7792585,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"15 NORFOLK, BRAMPTON, ON",0,0,0,1,0,530,0,1,1,0,0,0,1
1-866-706-1991,0,43.6730068,-79.7782884,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"14 BRISTOL, BRAMPTON, ON",0,0,0,1,0,532,0,1,1,0,0,0,1
1-866-706-1991,0,43.6726739,-79.7778575,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"21 BRISTOL, BRAMPTON, ON",0,0,0,1,0,533,0,1,1,0,0,0,1
1-866-706-1991,0,43.6724835,-79.7775267,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"20 LENECK, BRAMPTON, ON",0,0,0,1,0,534,0,1,1,0,0,0,1
1-866-706-1991,0,43.6704477,-79.7860804,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"0 CORKETT, BRAMPTON, ON",0,0,0,1,0,536,0,1,1,0,0,0,1
1-866-706-1991,0,43.6786355,-79.7801181,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"40 CAMPBELL, BRAMPTON, ON",0,0,0,1,0,537,0,1,1,0,0,0,1
1-866-706-1991,0,43.6853543,-79.7696635,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"109 WEST, BRAMPTON, ON",0,0,0,1,0,538,0,1,1,0,0,0,1
1-866-706-1991,0,43.729772,-79.7495488,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"860 NORTH PARK, BRAMPTON, ON",0,0,0,1,0,540,0,1,1,0,0,0,1
1-866-706-1991,0,43.6751993,-79.7813068,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"76 KIMBARK, BRAMPTON, ON",0,0,0,1,0,541,0,1,1,0,0,0,1
1-866-706-1991,0,43.7153917,-79.70279099999999,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"128 DARRAS, BRAMPTON, ON",0,0,0,1,0,542,0,1,1,0,0,0,1
1-866-706-1991,0,43.6994415,-79.79095099999999,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"142 KENWOOD, BRAMPTON, ON",0,0,0,1,0,543,0,1,1,0,0,0,1
1-866-706-1991,0,43.6937494,-79.7732882,1,0,1,1,0,0,0,0,0,0,0,0,1,0,"0 MURRAY, BRAMPTON, ON",0,0,0,1,0,544,0,1,1,0,0,0,1
1-866-706-1991,0,43.7232815,-79.708574,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"0 EARNSCLIFFE, BRAMPTON, ON",0,0,0,1,0,545,0,1,1,0,0,0,1
1-866-706-1991,0,43.7089186,-79.7410776,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"36 LONGBOURNE, BRAMPTON, ON",0,0,0,1,0,546,0,1,1,0,0,0,1
1-866-706-1991,0,43.74760759999999,-79.7468355,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"900 PETER ROBERTSON, BRAMPTON, ON",0,0,0,1,0,547,0,1,1,0,0,0,1
1-866-706-1991,0,43.7125331,-79.7594965,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"264 RUTHERFORD, BRAMPTON, ON",0,0,0,1,0,548,0,1,1,0,0,0,1
1-866-706-1991,0,43.7138748,-79.7583327,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"22 CAVALIER, BRAMPTON, ON",0,0,0,1,0,549,0,1,1,0,0,0,1
1-866-706-1991,0,43.7102919,-79.75170829999999,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"316 ARCHDEKIN, BRAMPTON, ON",0,0,0,1,0,550,0,1,1,0,0,0,1
1-866-706-1991,0,43.7013785,-79.7986382,1,1,1,0,0,0,0,0,0,0,0,0,1,0,"25 VAN KIRK, BRAMPTON, ON",0,0,0,1,0,551,0,1,1,0,0,0,1
1-866-706-1991,0,43.7159344,-79.7255673,1,1,1,0,0,0,0,0,0,0,0,0,1,0,"40 PEEL CENTRE, BRAMPTON, ON",0,0,0,1,0,552,0,1,1,0,0,0,1
1-866-706-1991,0,43.7053772,-79.8086215,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"40 REGAN, BRAMPTON, ON",0,0,0,1,0,553,0,1,1,0,0,0,1
1-866-706-1991,0,43.6865782,-79.7694341,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"71 ROSEDALE, BRAMPTON, ON",0,0,0,1,0,554,0,1,1,0,0,0,1
1-866-706-1991,0,43.7173998,-79.7896744,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"292 CONESTOGA, BRAMPTON, ON",0,0,0,1,0,555,0,1,1,0,0,0,1
1-866-706-1991,0,43.7289902,-79.7976675,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"0 CONESTOGA, BRAMPTON, ON",0,0,0,1,0,556,0,1,1,0,0,0,1
1-866-706-1991,0,43.6747615,-79.7809831,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"69 KIMBARK, BRAMPTON, ON",0,0,0,1,0,557,0,1,1,0,0,0,1
1-866-706-1991,0,43.7056135,-79.80896849999999,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"42 REGAN, BRAMPTON, ON",0,0,0,1,0,558,0,1,1,0,0,0,1
1-866-706-1991,0,43.7297044,-79.7242189,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"73B BRAMALEA, BRAMPTON, ON",0,0,0,1,0,559,0,1,1,0,0,0,1
1-866-706-1991,0,43.7068861,-79.7846144,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"74 QUARRY EDGE, BRAMPTON, ON",0,0,0,1,0,561,0,1,1,0,0,0,1
1-866-706-1991,0,43.6827604,-79.76808779999999,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"43 MCMURCHY, BRAMPTON, ON",0,0,0,1,0,562,0,1,1,0,0,0,1
1-866-706-1991,0,43.7036395,-79.8063854,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"28 REGAN, BRAMPTON, ON",0,0,0,1,0,566,0,1,1,0,0,0,1
1-866-706-1991,0,43.7105567,-79.74982039999999,0,1,0,0,0,0,0,0,0,0,1,0,1,0,"373 VODDEN, BRAMPTON, ON",0,0,0,1,0,567,0,1,1,0,0,0,1
1-866-706-1991,0,43.71052479999999,-79.7489958,0,1,0,0,0,0,0,0,0,0,1,0,1,0,"58 CHIPWOOD, BRAMPTON, ON",0,0,0,1,0,568,0,1,1,0,0,0,1
1-866-706-1991,0,43.7364884,-79.772601,1,1,1,0,0,0,0,0,0,0,0,0,1,0,"21 GEDDES, BRAMPTON, ON",0,0,0,1,0,569,0,1,1,0,0,0,1
1-866-706-1991,0,43.7168576,-79.7802877,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"70 ROSEPAC, BRAMPTON, ON",0,0,0,1,0,572,0,1,1,0,0,0,1
1-866-706-1991,0,43.7087687,-79.7908521,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"10123 HURONTARIO, BRAMPTON, ON",0,0,0,1,0,571,0,1,1,0,0,0,1
1-866-706-1991,0,43.7198798,-79.7240559,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"4 HANOVER, BRAMPTON, ON",0,0,0,1,0,573,0,1,1,0,0,0,1
1-866-706-1991,0,43.7212484,-79.7148613,0,1,0,0,0,0,0,0,0,0,1,0,1,0,"18 KNIGHTSBRIDGE, BRAMPTON, ON",0,0,0,1,0,574,0,1,1,0,0,0,1
1-866-706-1991,0,43.7185594,-79.69114689999999,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"731 BALMORAL, BRAMPTON, ON",0,0,0,1,0,576,0,1,1,0,0,0,1
1-866-706-1991,0,43.6749775,-79.79062859999999,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"54 MURDOCH, BRAMPTON, ON",0,0,0,1,0,578,0,1,1,0,0,0,1
1-866-706-1991,0,43.756615,-79.7486404,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"151 SUNNY MEADOW, BRAMPTON, ON",0,0,0,1,0,575,0,1,1,0,0,0,1
1-866-706-1991,0,43.6962645,-79.7947497,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"80 SPADINA, BRAMPTON, ON",0,0,0,1,0,577,0,1,1,0,0,0,1
1-866-706-1991,0,43.6961317,-79.7964683,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"90 GOLDENLIGHT, BRAMPTON, ON",0,0,0,1,0,580,0,1,1,0,0,0,1
1-866-706-1991,0,43.7016184,-79.7604251,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"55 VODDEN, BRAMPTON, ON",0,0,0,1,0,581,0,1,1,0,0,0,1
1-866-706-1991,0,43.7124544,-79.78010239999999,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"781 BOVAIRD, BRAMPTON, ON",0,0,0,1,0,584,0,1,1,0,0,0,1
1-866-706-1991,0,43.7284608,-79.757915,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"47 NASMITH, BRAMPTON, ON",0,0,0,1,0,582,0,1,1,0,0,0,1
1-866-706-1991,0,43.736521,-79.76269769999999,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"0 PETER ROBERTSON, BRAMPTON, ON",0,0,0,1,0,583,0,1,1,0,0,0,1
1-866-706-1991,0,43.6609709,-79.78572390000001,1,0,0,1,0,0,0,0,0,0,0,0,1,0,"29 ELIZABETH, BRAMPTON, ON",0,0,0,1,0,586,0,1,1,0,0,0,1
1-866-706-1991,0,43.7079668,-79.6959665,0,1,0,0,0,0,0,0,0,0,1,0,1,0,"68 BRAMALEA, BRAMPTON, ON",0,0,0,1,0,587,0,1,1,0,0,0,1
1-866-706-1991,0,43.71819199999999,-79.7345382,0,1,0,0,0,0,0,0,0,0,1,0,1,0,"180 HOWDEN, BRAMPTON, ON",0,0,0,1,0,588,0,1,1,0,0,0,1
1-866-706-1991,0,43.7274956,-79.7733385,0,1,0,0,0,0,0,0,0,0,1,0,1,0,"78 NEW PINES, BRAMPTON, ON",0,0,0,1,0,589,0,1,1,0,0,0,1
1-866-706-1991,0,43.75737669999999,-79.75646019999999,1,1,1,0,0,0,0,0,0,0,0,0,1,0,"250 SUNNY MEADOW, BRAMPTON, ON",0,0,0,1,0,590,0,1,1,0,0,0,1
1-866-706-1991,0,43.6962231,-79.78510709999999,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"86 ECCLESTONE, BRAMPTON, ON",0,0,0,1,0,591,0,1,1,0,0,0,1
1-866-706-1991,0,43.5831527,-79.71365000000002,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"161 CHURCH, BRAMPTON, ON",0,0,0,1,0,593,0,1,1,0,0,0,1
1-866-706-1991,0,43.7099655,-79.70780979999999,0,1,0,0,0,0,0,0,0,0,1,0,1,0,"42 ABERDEEN, BRAMPTON, ON",0,0,0,1,0,594,0,1,1,0,0,0,1
1-866-706-1991,0,43.7476267,-79.7454435,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"945 PETER ROBERTSON, BRAMPTON, ON",0,0,0,1,0,592,0,1,1,0,0,0,1
1-866-706-1991,0,43.71820690000001,-79.7463727,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"33 LADY STEWART, BRAMPTON, ON",0,0,0,1,0,595,0,1,1,0,0,0,1
1-866-706-1991,0,43.73149249999999,-79.7273232,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"14 HARDCASTLE, BRAMPTON, ON",0,0,0,1,0,597,0,1,1,0,0,0,1
1-866-706-1991,0,43.7206885,-79.7234241,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"2 HANOVER, BRAMPTON, ON",0,0,0,1,0,596,0,1,1,0,0,0,1
1-866-706-1991,0,43.7363867,-79.7489137,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"112 MIDDLETON, BRAMPTON, ON",0,0,0,1,0,598,0,1,1,0,0,0,1
1-866-706-1991,0,43.7264332,-79.7524605,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"20 NORMA, BRAMPTON, ON",0,0,0,1,0,599,0,1,1,0,0,0,1
1-866-706-1991,0,43.7126249,-79.7799251,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"955 BOVAIRD, BRAMPTON, ON",0,0,0,1,0,600,0,1,1,0,0,0,1
1-866-706-1991,0,43.6986632,-79.7808465,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"160 MURRAY, BRAMPTON, ON",0,0,0,1,0,601,0,1,1,0,0,0,1
1-866-706-1991,0,43.6908132,-79.7703519,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"19 BLOSSOM, BRAMPTON, ON",0,0,0,1,0,603,0,1,1,0,0,0,1
1-866-706-1991,0,43.6976945,-79.7528653,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"186 CHURCH, BRAMPTON, ON",0,0,0,1,0,604,0,1,1,0,0,0,1
1-866-706-1991,0,43.7057632,-79.71154659999999,0,1,0,0,0,0,0,0,0,0,1,0,1,0,"16 BEDFORD, BRAMPTON, ON",0,0,0,1,0,605,0,1,1,0,0,0,1
1-866-706-1991,0,43.7293487,-79.74506149999999,0,1,0,0,0,0,0,0,0,0,1,0,1,0,"15 MALCOLM, BRAMPTON, ON",0,0,0,1,0,606,0,1,1,0,0,0,1
1-866-706-1991,0,43.72966280000001,-79.75631109999999,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"22 NEVADA, BRAMPTON, ON",0,0,0,1,0,607,0,1,1,0,0,0,1
1-866-706-1991,0,43.7158167,-79.7260898,0,1,0,0,0,0,0,0,0,0,1,0,1,0,"44 PEEL CENTRE, BRAMPTON, ON",0,0,0,1,0,608,0,1,1,0,0,0,1
1-866-706-1991,0,43.729619,-79.78693679999999,0,1,0,0,0,0,0,0,0,0,1,0,1,0,"23 MOUNT PLEASANT, BRAMPTON, ON",0,0,0,1,0,609,0,1,1,0,0,0,1
1-866-706-1991,0,43.7290309,-79.7261012,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"20 HURONIA, BRAMPTON, ON",0,0,0,1,0,610,0,1,1,0,0,0,1
1-866-706-1991,0,43.7262149,-79.7379753,0,1,0,0,0,0,0,0,0,0,1,0,1,0,"17 MANSFIELD, BRAMPTON, ON",0,0,0,1,0,611,0,1,1,0,0,0,1
1-866-706-1991,0,43.69504209999999,-79.7572012,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"7 SOPHIA, BRAMPTON, ON",0,0,0,1,0,612,0,1,1,0,0,0,1
1-866-706-1991,0,43.7174349,-79.7368705,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"28 LANGLEY, BRAMPTON, ON",0,0,0,1,0,613,0,1,1,0,0,0,1
1-866-706-1991,0,43.7186615,-79.7441906,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"3 LADIN, BRAMPTON, ON",0,0,0,1,0,614,0,1,1,0,0,0,1
1-866-706-1991,0,43.7157087,-79.7424376,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"130 LEEWARD, BRAMPTON, ON",0,0,0,1,0,615,0,1,1,0,0,0,1
1-866-706-1991,0,43.7102138,-79.76736029999999,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"21 FOXACRE, BRAMPTON, ON",0,0,0,1,0,616,0,1,1,0,0,0,1
1-866-706-1991,0,43.7285159,-79.7520138,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"2 NIPISSING, BRAMPTON, ON",0,0,0,1,0,617,0,1,1,0,0,0,1
1-866-706-1991,0,43.72921119999999,-79.7525039,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"91 NIPISSING, BRAMPTON, ON",0,0,0,1,0,618,0,1,1,0,0,0,1
1-866-706-1991,0,43.7119767,-79.69578969999999,0,1,0,0,0,0,0,0,0,0,1,0,1,0,"17 DARLINGTON, BRAMPTON, ON",0,0,0,1,0,619,0,1,1,0,0,0,1
1-866-706-1991,0,43.7347603,-79.71336629999999,0,1,0,0,0,0,0,0,0,0,1,0,1,0,"28 GULLIVER, BRAMPTON, ON",0,0,0,1,0,620,0,1,1,0,0,0,1
1-866-706-1991,0,43.7388452,-79.7191532,0,1,0,0,0,0,0,0,0,0,1,0,1,0,"22 GAINSBOROUGH, BRAMPTON, ON",0,0,0,1,0,621,0,1,1,0,0,0,1
1-866-706-1991,0,43.7297044,-79.7242189,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"10575 BRAMALEA, BRAMPTON, ON",0,0,0,1,0,622,0,1,1,0,0,0,1
1-866-706-1991,0,43.7313728,-79.74332679999999,0,1,0,0,0,0,0,0,0,0,1,0,1,0,"10 MEDICI, BRAMPTON, ON",0,0,0,1,0,623,0,1,1,0,0,0,1
1-866-706-1991,0,43.7116757,-79.7740859,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"42 HINCHLEY WOOD, BRAMPTON, ON",0,0,0,1,0,624,0,1,1,0,0,0,1
1-866-706-1991,0,43.7133808,-79.7749594,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"11 ALABASTER, BRAMPTON, ON",0,0,0,1,0,625,0,1,1,0,0,0,1
1-866-706-1991,0,43.7086055,-79.7612773,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"70 ABELL, BRAMPTON, ON",0,0,0,1,0,626,0,1,1,0,0,0,1
1-866-706-1991,0,43.7166698,-79.72712829999999,0,1,0,0,0,0,0,0,0,0,1,0,1,0,"26 HANOVER, BRAMPTON, ON",0,0,0,1,0,627,0,1,1,0,0,0,1
1-866-706-1991,0,43.7048985,-79.75137959999999,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"2 GABLE, BRAMPTON, ON",0,0,0,1,0,628,0,1,1,0,0,0,1
1-866-706-1991,0,43.6889188,-79.7706041,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"22 LORNE, BRAMPTON, ON",0,0,0,1,0,629,0,1,1,0,0,0,1
1-866-706-1991,0,43.7155058,-79.7224169,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"25 PEEL CENTRE, BRAMPTON, ON",0,0,0,1,0,630,0,1,1,0,0,0,1
1-866-706-1991,0,43.7288747,-79.7740061,0,1,0,0,0,0,0,0,0,0,1,0,1,0,"9 KAYAK, BRAMPTON, ON",0,0,0,1,0,631,0,1,1,0,0,0,1
1-866-706-1991,0,43.729673,-79.77341899999999,1,1,1,0,0,0,0,0,0,0,0,0,1,0,"48 KAYAK, BRAMPTON, ON",0,0,0,1,0,632,0,1,1,0,0,0,1
1-866-706-1991,0,43.7280022,-79.7722029,1,1,1,0,0,0,0,0,0,0,0,0,1,0,"23 SPRUCEWOOD, BRAMPTON, ON",0,0,0,1,0,633,0,1,1,0,0,0,1
1-866-706-1991,0,43.72771119999999,-79.7746124,1,1,1,0,0,0,0,0,0,0,0,0,1,0,"38 MIAMI, BRAMPTON, ON",0,0,0,1,0,634,0,1,1,0,0,0,1
1-866-706-1991,0,43.7269402,-79.7740558,1,1,1,0,0,0,0,0,0,0,0,0,1,0,"34 SHIFF, BRAMPTON, ON",0,0,0,1,0,635,0,1,1,0,0,0,1
1-866-706-1991,0,43.7514373,-79.73854370000001,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"2250 BOVAIRD, BRAMPTON, ON",0,0,0,1,0,636,0,1,1,0,0,0,1
1-866-706-1991,0,43.6991332,-79.7858626,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"6 HORSHAM, BRAMPTON, ON",0,0,0,1,0,637,0,1,1,0,0,0,1
1-866-706-1991,0,43.6949538,-79.79254739999999,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"65 SUMMERFIELD, BRAMPTON, ON",0,0,0,1,0,638,0,1,1,0,0,0,1
1-866-706-1991,0,43.71967859999999,-79.71652809999999,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"10 KNIGHTSBRIDGE, BRAMPTON, ON",0,0,0,1,0,639,0,1,1,0,0,0,1
1-866-706-1991,0,43.7190437,-79.7139663,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"5 KINGS CROSS, BRAMPTON, ON",0,0,0,1,0,640,0,1,1,0,0,0,1
1-866-706-1991,0,43.712158,-79.72978669999999,0,1,0,0,0,0,0,0,0,0,1,0,1,0,"6 SILVER MAPLE, BRAMPTON, ON",0,0,0,1,0,641,0,1,1,0,0,0,1
1-866-706-1991,0,43.7114442,-79.7278882,0,1,0,0,0,0,0,0,0,0,1,0,1,0,"2 SILVER MAPLE, BRAMPTON, ON",0,0,0,1,0,642,0,1,1,0,0,0,1
1-866-706-1991,0,43.70689609999999,-79.7212902,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"86 FLORIBUNDA, BRAMPTON, ON",0,0,0,1,0,644,0,1,1,0,0,0,1
1-866-706-1991,0,43.7231668,-79.7319876,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"29 HORTON, BRAMPTON, ON",0,0,0,1,0,645,0,1,1,0,0,0,1
1-866-706-1991,0,43.7409375,-79.7253286,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"17 JULIANA, BRAMPTON, ON",0,0,0,1,0,646,0,1,1,0,0,0,1
1-866-706-1991,0,43.734118,-79.738903,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"17 WOLVERTON, BRAMPTON, ON",0,0,0,1,0,647,0,1,1,0,0,0,1
1-866-706-1991,0,43.71268180000001,-79.7760878,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"71 HINCHLEY WOOD, BRAMPTON, ON",0,0,0,1,0,648,0,1,1,0,0,0,1
1-866-706-1991,0,43.6832776,-79.7642521,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"1 FLOWERING VINE, BRAMPTON, ON",0,0,0,1,0,649,0,1,1,0,0,0,1
1-866-706-1991,0,43.7325148,-79.71923900000002,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"32 GREENBUSH, BRAMPTON, ON",0,0,0,1,0,653,0,1,1,0,0,0,1
